0.139647	-0.540714	-1.000000
-0.513164	0.043689	-1.000000
0.447561	0.199734	1.000000
-0.099747	-0.074644	1.000000
-0.446990	0.069467	1.000000
0.438028	0.532592	-1.000000
-0.789024	0.094112	-1.000000
-0.646551	0.467785	-1.000000
-0.550359	0.614222	-1.000000
0.291139	0.391588	1.000000
0.542719	-0.150238	-1.000000
0.352966	-0.074171	1.000000
-0.476171	0.323532	-1.000000
0.311686	0.343164	1.000000
0.708820	0.672443	-1.000000
0.787756	0.034290	-1.000000
0.047485	-0.048175	1.000000
0.531808	-0.458961	-1.000000
-0.120833	0.531107	-1.000000
-0.362000	-0.028576	1.000000
0.467534	-0.352454	-1.000000
0.238457	-0.300847	1.000000
0.147638	0.098526	1.000000
0.181567	-0.517718	-1.000000
0.049261	-0.102520	1.000000
0.307215	0.173990	1.000000
0.007361	-0.005944	1.000000
0.818208	-0.354243	-1.000000
-0.748785	-0.072018	-1.000000
-0.742371	0.624253	-1.000000
0.669157	-0.520365	-1.000000
0.072305	0.045845	1.000000
0.524349	0.084701	-1.000000
-0.242251	0.681213	-1.000000
0.023226	-0.062958	1.000000
0.243424	-0.429847	1.000000
-0.015679	0.022667	1.000000
-0.273851	-0.722086	-1.000000
0.009987	0.113339	1.000000
-0.487771	-0.821404	-1.000000
0.960328	-0.233637	-1.000000
0.025646	0.102621	1.000000
0.124053	-0.104824	1.000000
0.302244	-0.057364	1.000000
0.171583	0.704262	-1.000000
-0.654782	-0.437241	-1.000000
-0.276775	-0.740497	-1.000000
-0.855540	-0.422972	-1.000000
-0.424041	-0.613948	-1.000000
0.337077	-0.428939	-1.000000
-0.012177	0.029593	1.000000
-0.412982	-0.677629	-1.000000
-0.036835	-0.073186	1.000000
0.043540	0.096329	1.000000
-0.140994	0.465967	1.000000
-0.448113	0.602180	-1.000000
-0.282015	-0.494783	-1.000000
0.184216	0.434551	1.000000
-0.685909	0.447773	-1.000000
0.004479	0.007580	1.000000
-0.355631	0.039383	1.000000
0.010435	-0.030606	1.000000
0.253234	0.227997	1.000000
0.056069	-0.121580	1.000000
-0.860613	-0.075818	-1.000000
0.830775	-0.503071	-1.000000
0.119067	0.054313	1.000000
0.149235	0.419288	1.000000
0.559721	0.515188	-1.000000
-0.074721	0.058324	1.000000
-0.055712	0.156677	1.000000
0.259164	-0.678560	-1.000000
0.027664	0.264404	1.000000
0.531842	0.277634	-1.000000
0.003447	-0.021565	1.000000
-0.375835	0.060194	1.000000
0.230120	-0.029582	1.000000
0.471183	0.223047	-1.000000
0.044329	-0.045344	1.000000
0.056711	0.024430	1.000000
-0.297468	0.224698	1.000000
0.739550	0.535028	-1.000000
-0.589520	-0.470619	-1.000000
-0.889432	0.128398	-1.000000
-0.430082	0.214044	1.000000
0.174803	0.243044	1.000000
-0.470985	0.008467	1.000000
-0.384845	0.054625	1.000000
0.763855	-0.005108	-1.000000
0.915644	0.056661	-1.000000
-0.424657	0.474397	-1.000000
0.243982	0.047560	1.000000
-0.723935	-0.652299	-1.000000
-0.419506	0.803719	-1.000000
-0.396053	-0.272512	1.000000
0.176827	0.073156	1.000000
0.483598	0.542397	-1.000000
0.274797	-0.446841	-1.000000
-0.017917	-0.022549	1.000000
0.019835	-0.020842	1.000000
